,MSE_tensorflow,R2_tensorflow,MSE_own_NN,R2_own_NN,parameters_own_NN,neurons_first_hidden,learning_rate,regularization
605,1.0235,-0.0025,1.0212,-0.0003,2049.0,512.0,0.5,0.0
606,1.0211,-0.0002,1.0212,-0.0003,2049.0,512.0,0.1,0.0
607,1.021,-0.0001,1.0213,-0.0004,2049.0,512.0,0.046415888336127795,0.0
608,0.8559,0.1616,1.0213,-0.0004,2049.0,512.0,0.021544346900318846,0.0
609,0.911,0.1077,1.0215,-0.0006,2049.0,512.0,0.01,0.0
610,0.9588,0.0609,1.0218,-0.0009,2049.0,512.0,0.004641588833612782,0.0
611,0.8856,0.1325,1.0224,-0.0015,2049.0,512.0,0.0021544346900318843,0.0
612,0.9142,0.1045,1.0235,-0.0025,2049.0,512.0,0.001,0.0
613,0.9481,0.0713,1.0251,-0.0041,2049.0,512.0,0.0004641588833612782,0.0
614,0.9768,0.0432,1.027,-0.006,2049.0,512.0,0.00021544346900318845,0.0
615,1.0077,0.0129,1.0287,-0.0076,2049.0,512.0,0.0001,0.0
616,1.0372,-0.0159,1.0212,-0.0003,2049.0,512.0,0.5,1e-05
617,0.7818,0.2342,1.0212,-0.0003,2049.0,512.0,0.1,1e-05
618,1.022,-0.0011,1.0213,-0.0004,2049.0,512.0,0.046415888336127795,1e-05
619,0.8352,0.1819,1.0213,-0.0004,2049.0,512.0,0.021544346900318846,1e-05
620,0.8788,0.1392,1.0215,-0.0006,2049.0,512.0,0.01,1e-05
621,0.8925,0.1258,1.0218,-0.0009,2049.0,512.0,0.004641588833612782,1e-05
622,0.8818,0.1363,1.0224,-0.0015,2049.0,512.0,0.0021544346900318843,1e-05
623,0.9139,0.1048,1.0235,-0.0025,2049.0,512.0,0.001,1e-05
624,0.9497,0.0697,1.0251,-0.0041,2049.0,512.0,0.0004641588833612782,1e-05
625,1.0062,0.0144,1.027,-0.006,2049.0,512.0,0.00021544346900318845,1e-05
626,0.9996,0.0208,1.0287,-0.0076,2049.0,512.0,0.0001,1e-05
627,1.0377,-0.0165,1.0212,-0.0003,2049.0,512.0,0.5,2.782559402207126e-05
628,1.0229,-0.0019,1.0212,-0.0003,2049.0,512.0,0.1,2.782559402207126e-05
629,1.0279,-0.0068,1.0213,-0.0004,2049.0,512.0,0.046415888336127795,2.782559402207126e-05
630,1.0924,-0.07,1.0213,-0.0004,2049.0,512.0,0.021544346900318846,2.782559402207126e-05
631,0.8809,0.1371,1.0215,-0.0006,2049.0,512.0,0.01,2.782559402207126e-05
632,0.9173,0.1015,1.0218,-0.0009,2049.0,512.0,0.004641588833612782,2.782559402207126e-05
633,0.8834,0.1347,1.0224,-0.0015,2049.0,512.0,0.0021544346900318843,2.782559402207126e-05
634,0.9134,0.1053,1.0235,-0.0025,2049.0,512.0,0.001,2.782559402207126e-05
635,0.9712,0.0487,1.0251,-0.0041,2049.0,512.0,0.0004641588833612782,2.782559402207126e-05
636,0.9752,0.0447,1.027,-0.006,2049.0,512.0,0.00021544346900318845,2.782559402207126e-05
637,0.9874,0.0328,1.0287,-0.0076,2049.0,512.0,0.0001,2.782559402207126e-05
638,1.0437,-0.0223,1.0212,-0.0003,2049.0,512.0,0.5,7.742636826811278e-05
639,1.0213,-0.0004,1.0212,-0.0003,2049.0,512.0,0.1,7.742636826811278e-05
640,1.0217,-0.0008,1.0213,-0.0004,2049.0,512.0,0.046415888336127795,7.742636826811278e-05
641,1.082,-0.0599,1.0213,-0.0004,2049.0,512.0,0.021544346900318846,7.742636826811278e-05
642,0.8781,0.1399,1.0215,-0.0006,2049.0,512.0,0.01,7.742636826811278e-05
643,0.8933,0.125,1.0218,-0.0009,2049.0,512.0,0.004641588833612782,7.742636826811278e-05
644,0.8837,0.1344,1.0224,-0.0015,2049.0,512.0,0.0021544346900318843,7.742636826811278e-05
645,0.9138,0.1049,1.0235,-0.0025,2049.0,512.0,0.001,7.742636826811278e-05
646,0.9499,0.0696,1.0251,-0.0041,2049.0,512.0,0.0004641588833612782,7.742636826811278e-05
647,0.9715,0.0484,1.027,-0.006,2049.0,512.0,0.00021544346900318845,7.742636826811278e-05
648,1.003,0.0175,1.0287,-0.0076,2049.0,512.0,0.0001,7.742636826811278e-05
649,1.021,-0.0001,1.0212,-0.0003,2049.0,512.0,0.5,0.00021544346900318823
650,1.0274,-0.0064,1.0212,-0.0003,2049.0,512.0,0.1,0.00021544346900318823
651,1.0219,-0.001,1.0213,-0.0004,2049.0,512.0,0.046415888336127795,0.00021544346900318823
652,1.2724,-0.2464,1.0213,-0.0004,2049.0,512.0,0.021544346900318846,0.00021544346900318823
653,0.8806,0.1374,1.0215,-0.0006,2049.0,512.0,0.01,0.00021544346900318823
654,0.8815,0.1366,1.0218,-0.0009,2049.0,512.0,0.004641588833612782,0.00021544346900318823
655,0.8898,0.1284,1.0224,-0.0015,2049.0,512.0,0.0021544346900318843,0.00021544346900318823
656,0.9087,0.1099,1.0235,-0.0025,2049.0,512.0,0.001,0.00021544346900318823
657,0.9521,0.0674,1.0251,-0.0041,2049.0,512.0,0.0004641588833612782,0.00021544346900318823
658,0.9947,0.0257,1.027,-0.006,2049.0,512.0,0.00021544346900318845,0.00021544346900318823
659,1.0061,0.0145,1.0287,-0.0076,2049.0,512.0,0.0001,0.00021544346900318823
660,1.0213,-0.0004,1.0212,-0.0003,2049.0,512.0,0.5,0.0005994842503189409
661,1.0223,-0.0013,1.0212,-0.0003,2049.0,512.0,0.1,0.0005994842503189409
662,1.021,-0.0001,1.0213,-0.0004,2049.0,512.0,0.046415888336127795,0.0005994842503189409
663,1.0315,-0.0104,1.0213,-0.0004,2049.0,512.0,0.021544346900318846,0.0005994842503189409
664,0.8774,0.1406,1.0215,-0.0006,2049.0,512.0,0.01,0.0005994842503189409
665,0.8929,0.1254,1.0218,-0.0009,2049.0,512.0,0.004641588833612782,0.0005994842503189409
666,0.8861,0.132,1.0224,-0.0015,2049.0,512.0,0.0021544346900318843,0.0005994842503189409
667,0.9054,0.1132,1.0235,-0.0025,2049.0,512.0,0.001,0.0005994842503189409
668,0.9345,0.0846,1.0251,-0.0041,2049.0,512.0,0.0004641588833612782,0.0005994842503189409
669,0.9783,0.0417,1.027,-0.006,2049.0,512.0,0.00021544346900318845,0.0005994842503189409
670,0.9892,0.031,1.0286,-0.0076,2049.0,512.0,0.0001,0.0005994842503189409
671,1.0352,-0.014,1.0212,-0.0003,2049.0,512.0,0.5,0.0016681005372000592
672,1.0233,-0.0023,1.0212,-0.0003,2049.0,512.0,0.1,0.0016681005372000592
673,1.0219,-0.001,1.0213,-0.0004,2049.0,512.0,0.046415888336127795,0.0016681005372000592
